INDEX,rank display,institution,location code,size,research,focus,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ger score,ger rank,ifr score,ifr rank,irn score,irn rank,isr score,isr rank,SUS SCORE,SUS RANK,Overall Score
521,516,University of Hull,GB,L,HI,FC,A,8.9,601+,4.5,601+,14.3,701+,21.5,537,20.5,555,63.3,309,76.9,380,81.5,166,68,228=,23.6
522,516,Ural Federal University - UrFU,RU,XL,VH,CO,A,19.6,455,14.2,577,95.5,60,2.1,701+,1.9,701+,5.4,701+,86.6,220,25.3,475,12.7,615=,23.6
523,523,Canadian University Dubai,AE,S,HI,FO,C,20.1,442,19.9,455,33.5,471,2.7,701+,17.4,609,100,4,14,701+,100,6,1.6,701+,23.5
524,524,Pusan National University,KR,L,VH,FC,A,18.7,482,16.5,516,43.5,359,19.5,562,13.8,700,10.5,701+,57.7,657,13.7,646,65,241=,23.4
525,524,Universidad Austral,AR,M,MD,FC,B,20.9,420,36.2,259,79.7,139,1.9,701+,65.9,174,2.7,701+,10.2,701+,7.5,701+,1.3,701+,23.4
526,526,Coventry University,GB,XL,VH,CO,A,9.9,601+,10.4,601+,16.9,701+,7.1,701+,10,701+,77,253,82.6,283,99.9,35,64.4,243=,23.3
527,526,Universität Jena,DE,L,VH,FC,A,17.2,525,5.7,601+,99.9,23,8.8,701+,3.9,701+,,,94.7,82,20.2,535,13.1,613=,23.3
528,527,Missouri University of Science and Technology,US,M,VH,CO,A,4,601+,6.1,601+,5.7,701+,86.2,90,4.8,701+,35.2,455,30.5,701+,12.8,663,1.7,701+,23.2
529,527,University of Bayreuth,DE,M,VH,CO,A,10.2,601+,15.7,544,50.3,307,25.8,489,9,701+,54.8,339,75.1,407,21.2,525,11.3,636=,23.2
530,527,Universität Leipzig,DE,L,VH,FC,A,23.5,378,9.7,601+,74.8,167,8.4,701+,10.5,701+,,,84.3,257,14.2,638,21.3,521=,23.2
531,527,Warsaw University of Technology,PL,L,VH,FO,A,23.3,380,51.9,168,42.6,366,4.7,701+,9.8,701+,2.4,701+,60.6,627,10.3,701+,1.4,701+,23.2
532,531,Indian Institute of Technology (BHU) Varanasi,IN,M,VH,FO,A,5.5,601+,5.9,601+,3.9,701+,95,48,6.5,701+,1.4,701+,24.5,701+,1.1,701+,10.1,661=,23.1
533,531,University of Bradford,GB,M,VH,CO,A,9.1,601+,7.1,601+,6.8,701+,21.7,534,34.3,368,68.5,290,66,539,97.6,75,40.7,362,23.1
534,531,University of Utah,US,XL,VH,FC,A,15.7,561,6.3,601+,50,309,30.5,431,17.4,608,15.5,659,80.5,313,10.3,701+,24.5,492=,23.1
535,534,Universidad Nacional de La Plata (UNLP),AR,XL,HI,FC,A,40.8,208,19.2,466,28.4,547,1.9,701+,27.3,438,5.3,701+,55.4,689,22.6,507,2.2,701+,23
536,535,Lahore University of Management Sciences (LUMS),PK,S,VH,CO,B,17.2,526,73.2,93,27.1,560,7.4,701+,37,345,12.2,701+,19.5,701+,1.8,701+,1.1,701+,22.9
537,535,Northumbria University at Newcastle,GB,L,VH,CO,A,10.9,601+,10.8,601+,11.8,701+,15.8,622,14,691,70.7,281,78.4,350,56.2,267,75.3,184=,22.9
538,535,University of Bordeaux,FR,XL,VH,FO,A,31.3,284,5.5,601+,11.5,701+,17.6,588,16.7,620,27.1,517,92.9,120,23.3,500,20.1,530=,22.9
539,535,University of Eastern Finland,FI,L,VH,CO,A,13.8,601+,7.6,601+,43.7,357,18.4,576,4.2,701+,37.4,431,86.4,224,5.2,701+,78.6,164=,22.9
540,539,Applied Science University - Bahrain,BH,S,VH,FO,B,23.5,377,25,380,39.3,398,2,701+,11.3,701+,100,17,13.3,701+,46.8,313,1.7,701+,22.8
541,539,Hitotsubashi University,JP,M,VH,SP,A,14.4,601+,73,94,30.8,510,2.1,701+,51.9,242,19.8,600,7.5,701+,20,539,1.1,701+,22.8
542,539,Sunway University,MY,S,VH,CO,B,13,601+,39.2,240,44,355,10.3,701+,3.9,701+,35.9,443,51.1,701+,33.2,404,27.3,468=,22.8
543,539,University of Salamanca,ES,L,VH,FC,A,26.9,328,14.6,567,26,570,6.2,701+,23.4,484,6.9,701+,80,322,14.9,625,69.5,223=,22.8
544,539,Université de Fribourg,CH,M,VH,CO,A,10.3,601+,3,601+,7.5,701+,25.4,493,40.6,314,99.9,84,58.3,654,38.3,368,51.8,310=,22.8
545,544,Universidad Pontificia Comillas,ES,M,VH,FO,B,8.3,601+,71.6,97,38.3,415,2.2,701+,85.4,100,18.7,616,9,701+,5,701+,7.1,701+,22.7
546,544,Universidad de Zaragoza,ES,L,VH,FC,A,21.3,413,5.1,601+,56.1,262,7,701+,10.7,701+,4.5,701+,89.5,174,9,701+,77.1,175,22.7
547,547,Northwestern Polytechnical University,CN,XL,VH,CO,A,5.8,601+,3.2,601+,44.8,345,63.8,178,6.6,701+,16.7,643,53.4,701+,5.2,701+,2.4,701+,22.6
548,547,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),UZ,M,VH,FO,A,30.6,290,19.9,456,79,144,2.2,701+,15.1,659,26.3,522,8.6,701+,4.1,701+,9.5,678=,22.6
549,547,University of Genoa,IT,L,VH,FC,A,18.8,479,4.9,601+,12.7,701+,43.7,314,10.5,701+,5.4,701+,81.2,304,9.2,701+,39.5,371=,22.6
550,547,University of Iceland,IS,M,VH,CO,,6.8,601+,2.5,601+,99.9,21,6.7,701+,83.2,108,25.7,525,73.5,427,10.3,701+,5.9,701+,22.6
551,547,University of Windsor,CA,L,VH,CO,A,3.9,601+,3.9,601+,2.2,701+,36.2,378,25.8,458,88.7,199,51.1,701+,83.8,159,38.5,381=,22.6
552,552,Al Ain University,AE,S,VH,FO,B,22.6,397,15.7,543,13.4,701+,5.9,701+,5.9,701+,100,1=,27.5,701+,100,18,5.2,701+,22.5
553,552,University of Tabriz,IR,L,VH,CO,A,5.9,601+,5,601+,3.4,701+,81.7,104,5.3,701+,1.5,701+,71.8,453,6.8,701+,1.2,701+,22.5
554,554,Hasselt University,BE,M,VH,FO,A,5.8,601+,3.3,601+,82.1,120,15.4,630,2.4,701+,74.2,268,69.6,490,25.3,476,26.8,473=,22.4
555,554,Jordan University of Science & Technology,JO,M,VH,CO,A,21,419,30.7,306,18.8,701+,5.6,701+,4.3,701+,38.2,425,55.5,685,67.7,218,24.5,492=,22.4
556,554,Universiti Utara Malaysia (UUM),MY,M,VH,SP,A,22,402,25.4,373,38.8,406,8.2,701+,12.3,701+,19.4,609,34.1,701+,79.3,173,5.3,701+,22.4
557,554,University Ulm,DE,M,VH,FO,A,7.4,601+,5.5,601+,78.5,147,31.2,422,2.9,701+,39.6,420,61.1,615,21,528,2.1,701+,22.4
558,554,University of Dhaka,BD,XL,HI,FC,A,23,390,45.6,201,11.2,701+,2.9,701+,93.7,59,1.6,701+,52,701+,1,701+,11.8,623=,22.4
559,559,Peter the Great St. Petersburg Polytechnic University,RU,L,VH,CO,A,16,551,10.9,601+,74.3,171,2.9,701+,4.9,701+,14.1,681,64.7,562,84,157,11.2,642=,22.3
560,559,Ulster University,GB,L,VH,CO,A,8.1,601+,11.3,601+,9.6,701+,11.5,701+,6.8,701+,99.8,91,73.4,431,77.6,182,62.2,254=,22.3
561,559,Umm Al-Qura University,SA,XL,HI,FC,A,20.7,423,12.8,601+,54.7,279,2.2,701+,6.7,701+,100,80,59.7,635,16,606,3.1,701+,22.3
562,562,Universiti Teknologi Brunei,BN,S,VH,FO,A,15.4,570,6.3,601+,88.5,92,9.9,701+,14.7,671,100,63,15.9,701+,5.8,701+,1.4,701+,22.2
563,562,Université Claude Bernard Lyon 1,FR,XL,VH,FC,A,18.1,502,3.7,601+,7.9,701+,48.3,276,12.4,701+,7.4,701+,93.7,106,12,681,11,644=,22.2
564,564,Eötvös Loránd University,HU,L,VH,CO,A,23.3,382,22.6,414,10.7,701+,6.1,701+,60.9,198,5.2,701+,71.3,464,11,701+,61.9,258=,22.1
565,565,Nanjing University of Science and Technology,CN,L,VH,FO,A,5.7,601+,2.5,601+,8.9,701+,89.3,78,3.7,701+,,,38.7,701+,,,2.3,701+,22
566,565,University of Connecticut,US,L,VH,FC,A,14.4,600,8.1,601+,18.2,701+,29.8,438,23.3,487,27.4,514,88,198,19.4,556,37.6,388=,22
567,567,Chiang Mai University,TH,XL,HI,FC,A,34.8,252,17.1,501,17.3,701+,4.2,701+,19.1,578,4.8,701+,62.5,596,4.2,701+,56.1,282=,21.9
568,567,Lebanese University,LB,XL,HI,FC,A,29,304,34.4,274,10.1,701+,2.2,701+,29.9,418,43.8,402,43.7,701+,29.5,435,5.8,701+,21.9
569,567,MGIMO University,RU,M,HI,CO,A,9.8,601+,25.4,372,100,18,1.3,701+,60,204,11.3,701+,5.7,701+,41.3,346,1,701+,21.9
570,570,"University of Chemistry and Technology, Prague",CZ,S,VH,FO,A,5.6,601+,9.3,601+,98.4,44,13.5,661,4.2,701+,23.9,547,34.9,701+,78.4,179,3.4,701+,21.8
571,570,University of Szeged,HU,L,HI,FC,B,18.5,491,16.8,510,37,434,4.8,701+,15,663,11.8,701+,73.1,440,41.2,347,61.9,258=,21.8
572,570,University of the Punjab,PK,XL,VH,CO,A,15.6,566,52.2,162,4.5,701+,11.6,701+,81.4,118,3.2,701+,62.2,603,1.3,701+,4.3,701+,21.8
573,573,Florida State University,US,XL,VH,FC,A,25.6,346,18.1,485,7.2,701+,24.8,500,18.4,595,10,701+,71.9,452,4.2,701+,26.8,473=,21.6
574,574,Florida International University,US,XL,VH,FC,A,15.3,573,22.5,417,11.8,701+,12.6,680,16.6,621,20.3,593,86.7,217,12.9,661,81.2,148=,21.5
575,574,University of Debrecen,HU,L,HI,FC,A,17.9,505,13.9,588,34,464,3.9,701+,21.4,537,10.6,701+,76.7,385,70,209,39.5,371=,21.5
576,576,National Research Tomsk Polytechnic University,RU,M,VH,FO,A,8.9,601+,8.4,601+,95.1,61,3.7,701+,2,701+,10.9,701+,62.7,592,82.8,163,7.1,701+,21.4
577,576,Sogang University,KR,M,VH,CO,B,17.5,516,45.5,202,56.7,260,5.1,701+,16,635,7.1,701+,13.8,701+,19.6,552,17.7,557=,21.4
578,576,Southern Cross University,AU,M,VH,CO,A,4.4,601+,2.8,601+,2.9,701+,46.3,299,4.8,701+,81.1,234,44.2,701+,44.8,327,48.2,327,21.4
579,576,Universidad Adolfo Ibáñez,CL,M,VH,SP,B,20.6,428,57,141,4.7,701+,4.6,701+,53.3,237,36.9,433,31.5,701+,3.9,701+,2,701+,21.4
580,580,Jawaharlal Nehru University,IN,M,VH,CO,A,31,287,14.4,571,10,701+,28.9,448,14.7,672,,,47.4,701+,1.3,701+,19.7,537=,21.3
581,580,Jinan University (China),CN,XL,VH,FC,A,5.2,601+,2.7,601+,8.9,701+,52.7,244,6.5,701+,34,470,52.8,701+,83.1,162,3.1,701+,21.3
582,580,Management and Science University,MY,S,VH,FO,C,15.1,581,18.1,487,40.2,389,1.8,701+,4.2,701+,97.3,126,12.1,701+,99.4,51,1.2,701+,21.3
583,580,Politecnico di Bari,IT,S,VH,SP,A,6.9,601+,4.8,601+,11.3,701+,76.5,129,3.5,701+,4.6,701+,46.6,701+,7.2,701+,1.3,701+,21.3
584,580,Université Paul Sabatier Toulouse III,FR,L,VH,FO,A,17.7,510,3.4,601+,38.5,411,28,465,6,701+,5.1,701+,98.5,18,21.5,521,10.3,658=,21.3
585,585,Institut Teknologi Sepuluh Nopember (ITS Surabaya),ID,L,VH,FO,A,17.3,519,48.9,184,47.8,325,1.6,701+,13,701+,47.5,376,12,701+,5.3,701+,16.1,577=,21.2
586,585,Singapore Management University,SG,M,VH,SP,A,12.3,601+,14.2,578,10.2,701+,18.8,572,27.1,443,100,46,20.8,701+,58.9,251,26.3,478=,21.2
587,587,Bond University,AU,S,VH,FO,B,4.3,601+,4.6,601+,47.8,326,28.8,450,8.4,701+,70.4,283,26.5,701+,86.6,144,1,701+,21.1
588,587,Shoolini University of Biotechnology and Management Sciences,IN,S,VH,CO,B,10,601+,14.9,561,8.1,701+,55.9,224,2,701+,33.3,476,44.8,701+,1.7,701+,16.3,570=,21.1
589,587,The University of Georgia,US,XL,VH,FC,A,20.6,427,18.6,473,9.8,701+,24.4,504,21.5,531,6.7,701+,83.7,267,4.5,701+,30.7,440=,21.1
590,587,Universiti Teknologi MARA - UiTM,MY,XL,VH,FC,A,30.8,288,40.4,234,17.6,701+,2.8,701+,3.6,701+,1.7,701+,68.6,503,2.1,701+,15.2,590=,21.1
591,587,University of Kwazulu-Natal,ZA,XL,VH,FC,A,12.6,601+,10.2,601+,5.5,701+,24.5,503,71.2,154,24.5,544,93.7,107,1.6,701+,37.9,386=,21.1
592,592,Ain Shams University,EG,XL,VH,FC,A,24,364,32.2,292,11.3,701+,1.9,701+,56.3,219,23.1,557,74.2,418,7.5,701+,9.8,672=,21
593,592,Nottingham Trent University,GB,XL,HI,CO,A,10.6,601+,15.1,557,10.6,701+,5.1,701+,12,701+,57.1,333,84.6,254,74,193,64.1,245=,21
594,592,Universität Bremen,DE,L,VH,CO,A,18.5,490,7.7,601+,13.1,701+,24.4,505,1.8,701+,46.9,382,89.1,182,26.4,460,19.9,535=,21
595,595,ITMO University,RU,M,VH,FO,A,10.5,601+,13,601+,95.5,59,5.4,701+,1.9,701+,20.3,592,65.3,550,36.2,382,1.2,701+,20.9
596,596,Thammasat University,TH,L,HI,FC,A,24.6,355,19.4,465,26.6,564,2.1,701+,84.6,103,9.1,701+,41,701+,1.7,701+,33.6,416=,20.8
597,596,Universitas Padjadjaran,ID,XL,VH,FO,A,19,476,41.6,228,41.4,378,1.4,701+,33.4,381,34.8,460,19.6,701+,2.2,701+,21.3,521=,20.8
598,596,University of Iowa,US,L,VH,FC,A,18.4,493,8.7,601+,41.7,372,19.1,568,26.6,446,15.5,660,75.6,396,3.7,701+,20.8,527=,20.8
599,596,University of Ljubljana,SI,XL,VH,FC,A,19.9,451,9.2,601+,33.3,474,5.9,701+,97.6,32,4.2,701+,84.8,249,9.7,701+,4.9,701+,20.8
600,596,University of Texas Dallas,US,L,VH,FC,A,13.1,601+,15.9,537,3.4,701+,43.3,317,4.9,701+,9.7,701+,60.4,630,47.4,309,9.5,678=,20.8
601,601-610,Ca' Foscari University of Venice,IT,L,VH,CO,A,19.6,456,15.8,539,5.7,701+,12.7,675,12.3,701+,42,408,64.6,564,8.9,701+,74.5,193=,
602,601-610,Illinois Institute of Technology,US,M,VH,FO,B,12.8,601+,11,601+,14.1,701+,35.9,379,12.2,701+,19.2,610,18.9,701+,97.3,77,1.6,701+,
603,601-610,King Khalid University,SA,L,VH,FC,A,16.6,540,8.3,601+,49.8,313,2.7,701+,2.2,701+,100,27,78.3,353,18,579,2.3,701+,
604,601-610,"Kingston University, London",GB,L,HI,CO,A,17.9,506,15.3,550,5.8,701+,7.6,701+,12.6,701+,70.8,280,48.2,701+,99.2,56,6.9,701+,
605,601-610,Manchester Metropolitan University (MMU),GB,XL,VH,CO,A,11.8,601+,12.6,601+,8.1,701+,10.1,701+,12.3,701+,42.9,405,91.7,143,37.7,373,79.6,156=,
606,601-610,National Chengchi University,TW,L,HI,CO,A,20.1,443,37.8,249,17.1,701+,2.2,701+,91.1,70,26.5,521,13.3,701+,21.8,517,1.6,701+,
607,601-610,Paris Lodron University of Salzburg,AT,M,VH,CO,A,9.7,601+,2.9,601+,20.8,659,6.8,701+,15.7,640,96.1,137,55.5,687,93.7,101,39.5,371=,
608,601-610,Rensselaer Polytechnic Institute,US,M,VH,CO,B,8,601+,8.4,601+,19.7,681,56.6,221,31.4,402,3.7,701+,25,701+,29.9,430,2.8,701+,
609,601-610,University of Crete,GR,L,HI,FC,A,13.9,601+,12.7,601+,2.4,701+,58.7,208,3.6,701+,2.3,701+,57,663,3.5,701+,1.8,701+,
610,601-610,University of Hohenheim,DE,M,VH,SP,A,8.6,601+,6.1,601+,12,701+,47.5,285,5,701+,25.2,530,76.9,381,25.9,466,19.2,545=,
611,601-610,University of South Carolina,US,XL,VH,FC,A,13.8,601+,9.4,601+,9.7,701+,28.3,461,17.3,611,30.4,491,71.9,451,3.2,701+,63.1,250=,
612,601-610,Universität des Saarlandes,DE,L,VH,FC,A,10.2,601+,5,601+,92.2,77,7,701+,29,428,4.6,701+,71.4,462,35.9,385,1.2,701+,
613,611-620,American University of the Middle East,KW,M,HI,SP,C,23.1,388,21.6,428,19.7,682,3.7,701+,5.1,701+,100,7,35.1,701+,23,501,3.5,701+,
614,611-620,Asia Pacific University of Technology and Innovation (APU),MY,S,VH,FO,C,9.3,601+,12.5,601+,62.2,228,1.6,701+,4,701+,92,177,6.8,701+,100,16,1.6,701+,
615,611-620,Brno University of Technology,CZ,L,VH,FO,A,13,601+,29.3,322,25.7,579,7.3,701+,12.7,701+,14.8,668,78.8,342,67.3,221,3.3,701+,
616,611-620,Christian-Albrechts-University zu Kiel,DE,L,VH,FC,A,17.7,511,10.8,601+,44.7,346,15.6,625,14.3,682,,,90,167,8.4,701+,23.5,503=,
617,611-620,Eastern Mediterranean University,,L,MD,FC,A,5.6,601+,2.1,601+,3.5,701+,26.5,480,24.1,469,90.1,190,55.2,693,100,9,1.8,701+,
618,611-620,Pontifícia Universidade Católica do Rio de Janeiro,BR,M,VH,CO,B,32.4,271,16.2,525,10.8,701+,7.5,701+,68,172,12.6,701+,44.5,701+,1.6,701+,5.4,701+,
619,611-620,Taipei Medical University (TMU),TW,M,VH,SP,B,10.6,601+,12.5,601+,90.4,84,18.9,571,8.1,701+,16,650,22.9,701+,13.7,648,8.3,700=,
620,611-620,University of Klagenfurt,AT,S,VH,FO,A,5.7,601+,3.7,601+,51.3,298,11.3,701+,9.2,701+,96,138,35.6,701+,87.8,134,1.6,701+,
621,611-620,University of Minho,PT,L,VH,FC,A,15.6,565,7.1,601+,26.5,566,21,543,8.6,701+,15.9,652,83.7,268,14.9,624,52.1,305=,
622,621-630,Abo Akademi University,FI,M,VH,CO,A,7.5,601+,4.8,601+,18.9,701+,43.2,319,8.3,701+,45.9,390,64.5,567,22.6,510,6.4,701+,
623,621-630,American University in Dubai,AE,S,HI,FO,C,10.3,601+,16.9,506,25.2,590,1.9,701+,41.3,310,100,81,4.5,701+,100,2,1,701+,
624,621-630,Auezov South Kazakhstan University (SKU),KZ,L,MD,CO,A,18.5,488,28.7,333,89.5,86,1,701+,3.2,701+,12.9,701+,4,701+,16.2,601,2.6,701+,
625,621-630,Charles Darwin University,AU,M,VH,FO,A,5.7,601+,4.2,601+,4.5,701+,44.2,311,3.9,701+,25.4,527,41.3,701+,55.2,270,63.7,247=,
626,621-630,Istanbul University,TR,XL,HI,FC,A,28.1,314,25.3,377,2.8,701+,3.5,701+,72.8,146,5.3,701+,68.8,500,9.9,701+,1.7,701+,
627,621-630,Renmin (People's) University of China,CN,L,VH,FO,A,19.5,459,37.3,252,16.3,701+,7.9,701+,81.2,120,6.6,701+,24.3,701+,4.9,701+,9.7,676=,
628,621-630,Tallinn University of Technology (TalTech),EE,M,VH,FO,A,12.8,601+,10.2,601+,31.5,502,10.8,701+,45.6,279,60,325,83.3,275,18.3,577,1.3,701+,
629,621-630,Universidad de Alcalá,ES,L,HI,FC,A,9.7,601+,5.8,601+,60,243,5.6,701+,7.7,701+,10.6,701+,77.1,376,44.9,326,59,271=,
630,621-630,Universidad de Palermo (UP),AR,S,MD,FO,B,10.2,601+,9.8,601+,92.8,74,1,701+,7.8,701+,35.6,449,2.6,701+,91.9,111,,,
631,621-630,University of South Florida,US,XL,VH,CO,A,12.9,601+,9.5,601+,8.8,701+,36.3,377,6.1,701+,19.9,599,86.7,219,22.2,516,15.9,581=,
632,621-630,University of Tromsø The Arctic University of Norway,NO,L,VH,FC,A,11,601+,4.3,601+,68.3,190,8.9,701+,5.6,701+,69.3,286,78.4,349,7,701+,10.5,655=,
633,621-630,Zayed University,AE,M,VH,SP,A,17.6,515,18.4,479,24.3,604,8.6,701+,20.9,550,100,15,50.8,701+,1.9,701+,2.9,701+,
634,631-640,Ajou University,KR,M,VH,FC,B,13.7,601+,15,558,68.9,187,17.9,584,4.2,701+,9.3,701+,18.8,701+,24.2,488,23.7,500=,
635,631-640,Boston College,US,L,VH,FO,B,21.3,414,16.2,523,21.2,652,16.6,613,42.2,307,12.5,701+,50.8,701+,18.8,571,7.1,701+,
636,631-640,Chang Gung University,TW,M,VH,FO,B,6.3,601+,4.3,601+,71.6,184,41.9,328,2,701+,5.1,701+,27.7,701+,4.5,701+,13.2,606=,
637,631-640,China University of Petroleum,CN,L,VH,CO,A,3.4,601+,1.7,601+,8.6,701+,79.7,109,21.1,543,1.7,701+,24.1,701+,2.8,701+,1.5,701+,
638,631-640,Far Eastern Federal University,RU,L,HI,CO,A,12.8,601+,5.5,601+,96.7,50,1.7,701+,5.1,701+,10.8,701+,41.7,701+,63.1,239,1.1,701+,
639,631-640,Inha University,KR,L,VH,FC,B,12.2,601+,14.3,573,77.2,152,10.9,701+,13.1,701+,9.7,701+,23.9,701+,13.7,647,41.4,358=,
640,631-640,Savitribai Phule Pune University,IN,M,VH,CO,A,8.9,601+,18.3,483,48.8,320,35.3,381,14.4,677,1.4,701+,44.2,701+,2.5,701+,1.8,701+,
641,631-640,Tulane University,US,L,HI,FC,B,9.8,601+,6,601+,84.7,106,9.7,701+,26,454,9.9,701+,75.4,403,10.8,701+,8,701+,
642,631-640,Universidad de Concepción,CL,L,HI,FC,B,26.2,341,22.4,418,14.8,701+,6.7,701+,12.5,701+,10.6,701+,61.1,617,1.7,701+,45.9,336=,
643,631-640,University of Portsmouth,GB,L,VH,CO,A,8.1,601+,7.3,601+,8.6,701+,15.1,634,8.9,701+,74,270,75.4,399,85.3,151,21.1,525=,
644,641-650,Beirut Arab University,LB,S,HI,FC,B,17.7,509,14.8,563,19.1,698,3.3,701+,38.2,336,88.5,200,28,701+,48.2,301,1,701+,
645,641-650,De La Salle University,PH,L,HI,CO,B,22.6,398,52.4,161,10,701+,4.5,701+,47.4,272,1.9,701+,22.2,701+,2.5,701+,2.7,701+,
646,641-650,East China University of Science and Technology,CN,XL,VH,CO,A,6.9,601+,3.4,601+,11.8,701+,69.7,156,10.5,701+,2.5,701+,39.6,701+,1.7,701+,2.5,701+,
647,641-650,Hacettepe University,TR,L,VH,FC,A,22.5,399,29.4,318,10.8,701+,7.1,701+,22.2,516,4,701+,72.1,449,3.5,701+,34.8,406=,
648,641-650,Lehigh University,US,M,VH,CO,B,5.2,601+,4.8,601+,24.3,603,32.5,404,29,429,47.1,380,44.5,701+,27.8,447,33.3,418=,
649,641-650,National Central University,TW,M,VH,CO,A,21.5,409,28.2,338,22.9,624,14.4,647,10.2,701+,11.6,701+,30.4,701+,10,701+,27.9,462=,
650,641-650,Oregon State University,US,L,VH,CO,A,14.6,596,4.2,601+,15.6,701+,33.9,390,19.3,574,11.7,701+,81.2,306,8.1,701+,21.1,525=,
651,641-650,Ritsumeikan University,JP,XL,HI,CO,B,16.6,539,55.7,148,7.8,701+,3.1,701+,3.9,701+,28.4,505,30.9,701+,9.6,701+,39.5,371=,
652,641-650,Soochow University,CN,XL,VH,CO,A,6.6,601+,2.6,601+,15.9,701+,63,183,16.8,618,6.2,701+,47.4,701+,2.5,701+,2,701+,
653,641-650,Symbiosis International (Deemed University),IN,L,VH,FO,B,5.4,601+,95.6,31,19.7,680,1.8,701+,5.2,701+,16.1,648,16.7,701+,3.6,701+,2,701+,
654,641-650,Universiti Tenaga Nasional (UNITEN),MY,S,VH,SP,C,8,601+,11.6,601+,62.2,227,17.3,593,4.4,701+,18,626,32.9,701+,65,229,9.1,686=,
655,641-650,"University of Missouri, Columbia",US,L,VH,FC,A,14.3,601+,8,601+,37.8,423,16.5,615,30.5,413,46.7,383,66.5,529,3.3,701+,12.3,618=,
656,641-650,University of the Basque Country,ES,XL,VH,CO,A,19.5,461,7.3,601+,32.8,480,19,569,22.8,500,2.4,701+,90.8,159,3.5,701+,7.3,701+,
657,651-660,HUFS - Hankuk (Korea) University of Foreign Studies,KR,L,HI,CO,B,11.5,601+,21.3,433,81.2,123,1.6,701+,1.7,701+,32,484,12.6,701+,47.9,302,8.1,701+,
658,651-660,Palacký University Olomouc,CZ,L,VH,FO,A,15.2,579,13.9,586,29.9,523,8.5,701+,6.8,701+,32.7,481,87.3,210,17.8,580,33,420=,
659,651-660,Universidade de Santiago de Compostela,ES,L,VH,CO,A,24.1,362,10.8,601+,12.4,701+,17,601,11.3,701+,2.6,701+,78,359,5.5,701+,36.6,393=,
660,651-660,University of Houston,US,XL,VH,CO,A,12.7,601+,11.4,601+,5,701+,24.6,502,50.3,254,23.9,550,71.6,456,19.8,545,19.7,537=,
661,651-660,University of Zagreb,HR,XL,VH,FC,A,16.3,547,7.3,601+,23.8,612,4.1,701+,96.9,36,1.7,701+,91.6,148,3.3,701+,27.9,462=,
662,661-670,Aberystwyth University,GB,M,VH,CO,A,9.4,601+,5.9,601+,18.5,701+,20.3,553,7.1,701+,44.6,397,65.9,541,46.5,316,44.9,338=,
663,661-670,City University of New York,US,XL,VH,FC,A,19.9,452,35.6,266,8.9,701+,4.7,701+,22,522,6.1,701+,93.1,117,4.4,701+,13.2,606=,
664,661-670,Comenius University Bratislava,SK,L,HI,FC,A,12.8,601+,8.5,601+,56,265,3.5,701+,79.8,123,3.8,701+,60.2,631,22.9,505,5.1,701+,
665,661-670,Free University of Bozen-Bolzano,IT,S,VH,FO,A,5.8,601+,1.5,601+,12.8,701+,42.6,323,3.4,701+,72.3,276,49.3,701+,37.4,376,2,701+,
666,661-670,ISCTE - Instituto Universitario de Lisboa,PT,L,VH,FO,A,6.9,601+,5.9,601+,2,701+,47.8,281,27.2,441,18.7,618,49.7,701+,49.6,297,1.5,701+,
667,661-670,International Islamic University Malaysia (IIUM),MY,L,HI,FC,A,24.4,358,17,504,13.4,701+,3.1,701+,23,497,22.8,561,62.5,598,57.1,258,1.2,701+,
668,661-670,Memorial University of Newfoundland,CA,L,VH,FC,A,7.2,601+,5.9,601+,10.1,701+,28.6,454,12.1,701+,23.9,548,74.1,420,78.4,178,16.9,563=,
669,661-670,National Chung Hsing University,TW,L,VH,CO,A,21.1,416,23,408,25.3,586,11.5,701+,28.4,432,8.8,701+,32.2,701+,8.4,701+,32.1,428=,
670,661-670,"Sofia University ""St. Kliment Ohridski""",BG,L,HI,CO,A,14.2,601+,18,488,45.7,339,2,701+,81.8,112,3,701+,61,618,8.5,701+,8.9,691,
671,661-670,Tokyo Medical and Dental University (TMDU),JP,S,VH,FO,A,11.8,601+,6.5,601+,100,9,17.7,586,2,701+,2.4,701+,21.9,701+,13.4,653,1.6,701+,
672,661-670,Universidad de la República (Udelar),UY,XL,HI,FC,A,27.1,322,13.7,591,14.2,701+,1.6,701+,87.7,89,7.9,701+,62.4,599,2.3,701+,2.6,701+,
673,661-670,University of Manitoba,CA,L,VH,FC,A,13.6,601+,15.9,536,29.6,526,12,694,32.8,390,,,73.1,439,43.2,334,16.3,570=,
674,661-670,University of Plymouth,GB,L,HI,FC,A,8.9,601+,8.9,601+,11.6,701+,25.9,487,7.3,701+,49.8,368,80.1,320,36.2,381,21.5,518=,
675,671-680,Abai Kazakh National Pedagogical University,KZ,L,MD,CO,A,26.5,333,22.8,413,53.8,283,1.1,701+,12.6,701+,37.8,427,4.1,701+,3.7,701+,1.7,701+,
676,671-680,Bar-Ilan University,IL,L,VH,FC,A,7.8,601+,6.1,601+,7.5,701+,48.1,279,22.9,498,46.4,386,50.1,701+,2.7,701+,4.2,701+,
677,671-680,Karl-Franzens-Universitaet Graz,AT,L,VH,FO,A,19.9,448,10.9,601+,11.7,701+,10.7,701+,31.9,397,45.4,394,63.9,576,26.1,465,12.3,618=,
